timestamp(ms),temperature,OrientX(deg),OrientY(deg),OrientZ(deg),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),LinearX(m/s^2),LinearY(m/s^2),LinearZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),AcclX(m/s^2),AcclY(m/s^2),AcclZ(m/s^2),GravityX(m/s^2),GravityY(m/s^2),GravityZ(m/s^2),
"1678298653,164",,,,,,,,,,,,,"0",,,,,,,
"1678298653,169",,,,,,,,,,,,,,"0,04",,,,,,
"1678298653,173",,,,,,,,,,,,,,,"-0,32",,,,,
"1678298653,177",,,,,,,,,,,,,,,,"9,55",,,,
"1678298653,182",,,,,,,,,,,,,,,,,"0",,,
"1678298653,186",,,,,,,,,,,,,,,,,,"0",,
"1678298653,191",,,,,,,,,,,,,,,,,,,"0",
"1678298653,194","24",,,,,,,,,,,,,,,,,,,
"1678298653,223",,"0",,,,,,,,,,,,,,,,,,
"1678298653,227",,,"0",,,,,,,,,,,,,,,,,
"1678298653,232",,,,"0",,,,,,,,,,,,,,,,
"1678298653,236",,,,,"0",,,,,,,,,,,,,,,
"1678298653,24",,,,,,"0",,,,,,,,,,,,,,
"1678298653,244",,,,,,,"0",,,,,,,,,,,,,
"1678298653,248",,,,,,,,"0",,,,,,,,,,,,
"1678298653,253",,,,,,,,,"0",,,,,,,,,,,
"1678298653,257",,,,,,,,,,"0",,,,,,,,,,
"1678298653,261",,,,,,,,,,,"0",,,,,,,,,
"1678298653,264",,,,,,,,,,,,"0",,,,,,,,
"1678298653,268",,,,,,,,,,,,,"0",,,,,,,
"1678298653,272",,,,,,,,,,,,,,"0,05",,,,,,
"1678298653,276",,,,,,,,,,,,,,,"-0,29",,,,,
"1678298653,28",,,,,,,,,,,,,,,,"9,54",,,,
"1678298653,285",,,,,,,,,,,,,,,,,"0",,,
"1678298653,29",,,,,,,,,,,,,,,,,,"0",,
"1678298653,294",,,,,,,,,,,,,,,,,,,"0",
"1678298653,297","24",,,,,,,,,,,,,,,,,,,
"1678298653,326",,"0",,,,,,,,,,,,,,,,,,
"1678298653,33",,,"0",,,,,,,,,,,,,,,,,
"1678298653,335",,,,"0",,,,,,,,,,,,,,,,
"1678298653,339",,,,,"0",,,,,,,,,,,,,,,
"1678298653,343",,,,,,"0",,,,,,,,,,,,,,
"1678298653,347",,,,,,,"0",,,,,,,,,,,,,
