,0,1,2,3
470,60735,0.110000,-0.340000,9.570000
471,60858,0.110000,-0.340000,9.580000
472,60981,0.120000,-0.350000,9.590000
473,61104,0.120000,-0.340000,9.510000
474,61227,0.100000,-0.340000,9.550000
475,61351,0.110000,-0.330000,9.560000
476,61474,0.110000,-0.350000,9.550000
477,61608,0.100000,-0.340000,9.550000
478,61720,0.110000,-0.340000,9.540000
479,61844,0.100000,-0.340000,9.570000
480,61967,0.100000,-0.350000,9.520000
481,62090,0.120000,-0.340000,9.580000
482,62213,0.100000,-0.340000,9.550000
483,62336,0.110000,-0.330000,9.540000
484,62459,0.110000,-0.340000,9.510000
485,62582,0.110000,-0.350000,9.540000
486,62716,0.110000,-0.350000,9.530000
487,62839,0.110000,-0.350000,9.550000
488,62963,0.110000,-0.350000,9.560000
489,63074,0.100000,-0.340000,9.530000
490,63197,0.120000,-0.340000,9.560000
491,63320,0.120000,-0.340000,9.560000
492,63443,0.100000,-0.340000,9.550000
493,63566,0.090000,-0.350000,9.530000
494,63689,0.120000,-0.360000,9.540000
495,63823,0.100000,-0.350000,9.540000
496,63946,0.110000,-0.340000,9.560000
497,64069,0.110000,-0.350000,9.550000
498,64192,0.110000,-0.350000,9.560000
499,64316,0.100000,-0.340000,9.520000
500,64427,0.130000,-0.350000,9.540000
501,64550,0.120000,-0.340000,9.560000
502,64673,0.100000,-0.340000,9.540000
503,64796,0.100000,-0.330000,9.530000
504,64930,0.110000,-0.340000,9.530000
505,65053,0.110000,-0.340000,9.540000
506,65176,0.110000,-0.340000,9.570000
507,65299,0.110000,-0.340000,9.530000
508,65422,0.130000,-0.340000,9.570000
509,65545,0.110000,-0.340000,9.590000
510,65669,0.110000,-0.330000,9.580000
511,65780,0.110000,-0.350000,9.600000
512,65903,0.120000,-0.340000,9.540000
513,66038,0.090000,-0.340000,9.550000
514,66161,0.090000,-0.350000,9.530000
515,66284,0.110000,-0.340000,9.500000
516,66407,0.120000,-0.340000,9.580000
517,66530,0.090000,-0.340000,9.480000
518,66653,0.130000,-0.340000,9.520000
519,66776,0.110000,-0.340000,9.500000
520,66899,0.120000,-0.330000,9.530000
521,67023,0.140000,-0.310000,9.590000
522,67147,0.070000,-0.410000,9.550000
523,67270,0.100000,-0.330000,9.580000
524,67393,0.110000,-0.370000,9.580000
525,67516,0.070000,-0.310000,9.550000
526,67639,0.110000,-0.360000,9.550000
527,67763,0.110000,-0.340000,9.620000
528,67886,0.170000,-0.340000,9.570000
529,68009,0.060000,-0.360000,9.530000
530,68133,0.120000,-0.350000,9.530000
531,68256,0.100000,-0.340000,9.540000
532,68379,0.140000,-0.370000,9.510000
533,68502,0.110000,-0.340000,9.570000
534,68625,0.110000,-0.360000,9.530000
535,68748,0.110000,-0.330000,9.520000
536,68871,0.110000,-0.360000,9.540000
537,68994,0.120000,-0.340000,9.560000
538,69117,0.100000,-0.360000,9.540000
539,69240,0.120000,-0.330000,9.520000
540,69363,0.110000,-0.340000,9.580000
541,69486,0.100000,-0.330000,9.520000
542,69609,0.130000,-0.350000,9.540000
543,69732,0.100000,-0.360000,9.550000
544,69855,0.110000,-0.340000,9.510000
545,69978,0.100000,-0.350000,9.530000
546,70101,0.120000,-0.350000,9.580000
547,70224,0.100000,-0.350000,9.580000
548,70347,0.100000,-0.350000,9.580000
549,70481,0.100000,-0.350000,9.540000
550,70593,0.110000,-0.340000,9.550000
551,70716,0.110000,-0.340000,9.560000
552,70838,0.090000,-0.340000,9.550000
553,70961,0.120000,-0.350000,9.580000
554,71084,0.110000,-0.340000,9.510000
555,71207,0.100000,-0.340000,9.550000
556,71330,0.100000,-0.370000,9.590000
557,71453,0.110000,-0.360000,9.450000
558,71587,0.110000,-0.340000,9.550000
559,71710,0.100000,-0.330000,9.570000
560,71834,0.090000,-0.340000,9.580000
561,71946,0.110000,-0.360000,9.560000
562,72069,0.110000,-0.340000,9.580000
563,72191,0.090000,-0.330000,9.560000
564,72315,0.100000,-0.350000,9.560000
565,72438,0.110000,-0.340000,9.550000
566,72560,0.110000,-0.340000,9.550000
567,72695,0.100000,-0.350000,9.560000
568,72818,0.100000,-0.350000,9.580000
569,72941,0.100000,-0.330000,9.530000
570,73064,0.110000,-0.340000,9.550000
571,73188,0.100000,-0.350000,9.520000
572,73300,0.110000,-0.350000,9.590000
573,73423,0.130000,-0.330000,9.600000
574,73547,0.110000,-0.340000,9.590000
575,73670,0.080000,-0.340000,9.540000
576,73804,0.110000,-0.340000,9.570000
577,73928,0.100000,-0.320000,9.540000
578,74051,0.110000,-0.340000,9.540000
579,74174,0.110000,-0.340000,9.580000
580,74298,0.120000,-0.340000,9.530000
581,74421,0.120000,-0.340000,9.520000
582,74545,0.110000,-0.340000,9.570000
583,74657,0.110000,-0.340000,9.590000
584,74780,0.120000,-0.340000,9.580000
585,74914,0.100000,-0.340000,9.580000
586,75037,0.110000,-0.340000,9.550000
587,75160,0.100000,-0.340000,9.510000
588,75283,0.110000,-0.350000,9.560000
589,75406,0.110000,-0.340000,9.580000
590,75529,0.090000,-0.360000,9.560000
591,75652,0.100000,-0.330000,9.510000
592,75775,0.120000,-0.340000,9.560000
593,75899,0.100000,-0.340000,9.570000
594,76022,0.100000,-0.330000,9.540000
595,76145,0.100000,-0.360000,9.550000
596,76268,0.110000,-0.330000,9.540000
597,76391,0.100000,-0.350000,9.550000
598,76514,0.110000,-0.330000,9.560000
599,76637,0.090000,-0.350000,9.530000
600,76760,0.110000,-0.350000,9.540000
601,76883,0.110000,-0.340000,9.560000
602,77006,0.110000,-0.350000,9.550000
603,77129,0.100000,-0.360000,9.520000
604,77252,0.110000,-0.340000,9.540000
605,77374,0.110000,-0.360000,9.520000
606,77497,0.100000,-0.340000,9.550000
607,77620,0.100000,-0.350000,9.570000
608,77743,0.100000,-0.340000,9.550000
609,77866,0.120000,-0.330000,9.570000
610,77989,0.100000,-0.340000,9.520000
611,78112,0.110000,-0.340000,9.560000
612,78235,0.090000,-0.340000,9.580000
613,78358,0.120000,-0.340000,9.580000
614,78481,0.120000,-0.340000,9.540000
615,78604,0.090000,-0.340000,9.530000
616,78727,0.110000,-0.350000,9.540000
617,78850,0.110000,-0.330000,9.560000
618,78973,0.090000,-0.360000,9.540000
619,79096,0.110000,-0.340000,9.540000
620,79219,0.110000,-0.340000,9.560000
621,79353,0.110000,-0.340000,9.510000
622,79465,0.100000,-0.340000,9.550000
623,79588,0.100000,-0.360000,9.580000
624,79711,0.120000,-0.350000,9.510000
625,79834,0.110000,-0.340000,9.470000
626,79957,0.110000,-0.340000,9.550000
627,80080,0.110000,-0.350000,9.580000
628,80202,0.110000,-0.340000,9.520000
629,80325,0.110000,-0.350000,9.550000
630,80459,0.100000,-0.330000,9.540000
631,80583,0.110000,-0.350000,9.580000
632,80706,0.100000,-0.330000,9.590000
633,80818,0.110000,-0.340000,9.500000
634,80941,0.100000,-0.330000,9.540000
635,81064,0.110000,-0.350000,9.500000
636,81187,0.100000,-0.340000,9.600000
637,81310,0.160000,-0.340000,9.580000
638,81433,0.100000,-0.330000,9.520000
639,81568,0.110000,-0.340000,9.540000
640,81690,0.090000,-0.340000,9.560000
641,81813,0.120000,-0.350000,9.610000
642,81937,0.110000,-0.330000,9.520000
643,82060,0.120000,-0.360000,9.580000
644,82173,0.110000,-0.340000,9.560000
645,82296,0.100000,-0.340000,9.580000
646,82419,0.120000,-0.330000,9.490000
647,82542,0.110000,-0.350000,9.560000
648,82677,0.100000,-0.340000,9.540000
649,82800,0.120000,-0.350000,9.560000
650,82923,0.120000,-0.330000,9.580000
651,83046,0.100000,-0.340000,9.530000
652,83170,0.100000,-0.340000,9.520000
653,83293,0.120000,-0.340000,9.560000
654,83417,0.110000,-0.330000,9.570000
655,83529,0.110000,-0.340000,9.550000
656,83652,0.110000,-0.350000,9.530000
657,83786,0.110000,-0.340000,9.540000
658,83909,0.120000,-0.340000,9.560000
659,84032,0.100000,-0.340000,9.560000
660,84155,0.110000,-0.340000,9.550000
661,84278,0.120000,-0.330000,9.530000
662,84401,0.110000,-0.340000,9.560000
663,84524,0.090000,-0.340000,9.560000
664,84647,0.100000,-0.330000,9.530000
